PLANT_ID,PLANT_NO,DATE_TIME,DC_POWER_TOTAL,AC_POWER_TOTAL,DAILY_YIELD_TOTAL,TOTAL_YIELD_TOTAL,ACTIVE_SOURCE_COUNT,ZERO_AC_COUNT,ZERO_AC_RATIO,WEATHER_SENSOR_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,OM_TEMPERATURE_2M,OM_RELATIVE_HUMIDITY_2M,OM_DEW_POINT_2M,OM_APPARENT_TEMPERATURE,OM_PRESSURE_MSL,OM_SURFACE_PRESSURE,OM_PRECIPITATION,OM_CLOUD_COVER,OM_WIND_SPEED_10M,OM_WIND_DIRECTION_10M,OM_SHORTWAVE_RADIATION,OM_DIRECT_RADIATION,OM_DIFFUSE_RADIATION,OM_DIRECT_NORMAL_IRRADIANCE,OM_SUNSHINE_DURATION,HOUR,MINUTE,DAY,DAYOFWEEK,WEEKOFYEAR,MONTH,DAYOFYEAR,HOUR_SIN,HOUR_COS,IS_DAYLIGHT
4136001,2,2020-05-15 00:00:00,0.0,0.0,48899.938095238096,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,27.004763700000005,25.0607889,0.0,28.9,52,18.0,30.9,1008.5,944.6,0.0,99,6.5,276,0.0,0.0,0.0,0.0,0.0,0,0,15,4,20,5,136,0.0,1.0,0
4136001,2,2020-05-15 00:15:00,0.0,0.0,28401.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.880811433333328,24.421868833333328,0.0,28.9,52,18.0,30.9,1008.5,944.6,0.0,99,6.5,276,0.0,0.0,0.0,0.0,0.0,0,15,15,4,20,5,136,0.06540312923014306,0.9978589232386035,0
4136001,2,2020-05-15 00:30:00,0.0,0.0,28401.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.682055344827592,24.427290310344823,0.0,28.9,52,18.0,30.9,1008.5,944.6,0.0,99,6.5,276,0.0,0.0,0.0,0.0,0.0,0,30,15,4,20,5,136,0.13052619222005157,0.9914448613738104,0
4136001,2,2020-05-15 00:45:00,0.0,0.0,28401.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.500588900000004,24.4206776,0.0,28.9,52,18.0,30.9,1008.5,944.6,0.0,99,6.5,276,0.0,0.0,0.0,0.0,0.0,0,45,15,4,20,5,136,0.19509032201612825,0.9807852804032304,0
4136001,2,2020-05-15 01:00:00,0.0,0.0,26516.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.596148,25.088210413793107,0.0,28.9,51,17.6,30.7,1008.0,944.2,0.0,99,5.9,256,0.0,0.0,0.0,0.0,0.0,1,0,15,4,20,5,136,0.25881904510252074,0.9659258262890683,0
4136001,2,2020-05-15 01:15:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.512740033333333,25.31796966666667,0.0,28.9,51,17.6,30.7,1008.0,944.2,0.0,99,5.9,256,0.0,0.0,0.0,0.0,0.0,1,15,15,4,20,5,136,0.3214394653031616,0.9469301294951057,0
4136001,2,2020-05-15 01:30:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.494338966666664,25.217192533333336,0.0,28.9,51,17.6,30.7,1008.0,944.2,0.0,99,5.9,256,0.0,0.0,0.0,0.0,0.0,1,30,15,4,20,5,136,0.3826834323650898,0.9238795325112867,0
4136001,2,2020-05-15 01:45:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.420410206896552,25.065062310344832,0.0,28.9,51,17.6,30.7,1008.0,944.2,0.0,99,5.9,256,0.0,0.0,0.0,0.0,0.0,1,45,15,4,20,5,136,0.44228869021900125,0.8968727415326884,0
4136001,2,2020-05-15 02:00:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.401946133333333,24.691469366666656,0.0,28.5,52,17.9,30.2,1008.1,944.2,0.0,92,8.2,221,0.0,0.0,0.0,0.0,0.0,2,0,15,4,20,5,136,0.49999999999999994,0.8660254037844387,0
4136001,2,2020-05-15 02:15:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.226078206896556,24.55948079310345,0.0,28.5,52,17.9,30.2,1008.1,944.2,0.0,92,8.2,221,0.0,0.0,0.0,0.0,0.0,2,15,15,4,20,5,136,0.5555702330196022,0.8314696123025452,0
4136001,2,2020-05-15 02:30:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.2603992,24.482406633333337,0.0,28.5,52,17.9,30.2,1008.1,944.2,0.0,92,8.2,221,0.0,0.0,0.0,0.0,0.0,2,30,15,4,20,5,136,0.6087614290087207,0.7933533402912352,0
4136001,2,2020-05-15 02:45:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.2978261,24.4886982,0.0,28.5,52,17.9,30.2,1008.1,944.2,0.0,92,8.2,221,0.0,0.0,0.0,0.0,0.0,2,45,15,4,20,5,136,0.6593458151000688,0.7518398074789774,0
4136001,2,2020-05-15 03:00:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.328249103448275,24.50628962068966,0.0,27.7,59,19.0,29.5,1008.1,944.0,0.0,51,11.1,241,0.0,0.0,0.0,0.0,0.0,3,0,15,4,20,5,136,0.7071067811865476,0.7071067811865476,0
4136001,2,2020-05-15 03:15:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.15870973333333,24.595197433333333,0.0,27.7,59,19.0,29.5,1008.1,944.0,0.0,51,11.1,241,0.0,0.0,0.0,0.0,0.0,3,15,15,4,20,5,136,0.7518398074789774,0.6593458151000688,0
4136001,2,2020-05-15 03:30:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.078499333333333,24.801314366666663,0.0,27.7,59,19.0,29.5,1008.1,944.0,0.0,51,11.1,241,0.0,0.0,0.0,0.0,0.0,3,30,15,4,20,5,136,0.7933533402912352,0.6087614290087207,0
4136001,2,2020-05-15 03:45:00,0.0,0.0,18609.666666666668,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.00130396551724,24.60781744827586,0.0,27.7,59,19.0,29.5,1008.1,944.0,0.0,51,11.1,241,0.0,0.0,0.0,0.0,0.0,3,45,15,4,20,5,136,0.8314696123025451,0.5555702330196024,0
4136001,2,2020-05-15 04:00:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.6972106,24.626179,0.0,26.6,65,19.6,28.9,1008.3,944.0,0.0,51,10.0,257,0.0,0.0,0.0,0.0,0.0,4,0,15,4,20,5,136,0.8660254037844386,0.5000000000000001,0
4136001,2,2020-05-15 04:15:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.6277024137931,24.773145068965515,0.0,26.6,65,19.6,28.9,1008.3,944.0,0.0,51,10.0,257,0.0,0.0,0.0,0.0,0.0,4,15,15,4,20,5,136,0.8968727415326884,0.44228869021900125,0
4136001,2,2020-05-15 04:30:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.482045785714284,24.796690750000003,0.0,26.6,65,19.6,28.9,1008.3,944.0,0.0,51,10.0,257,0.0,0.0,0.0,0.0,0.0,4,30,15,4,20,5,136,0.9238795325112867,0.38268343236508984,0
4136001,2,2020-05-15 04:45:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.23093168965517,24.43690427586207,0.0,26.6,65,19.6,28.9,1008.3,944.0,0.0,51,10.0,257,0.0,0.0,0.0,0.0,0.0,4,45,15,4,20,5,136,0.9469301294951056,0.3214394653031617,0
